Unit_Name,No_Rooms,Bathroom,Locality,Region,Longitude,Latitude,Furnished,Area,Tower,Total_Facilities,Currency,Annual_Price
The Mansion Kemayoran Bougenville 1BR View Pool (Utara),1,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,0,29,Tower Emerald,18,IDR,35000000
FX Residence 2BR Fully Furnished,2,1,Sudirman,Jakarta Selatan,106.803295,-6.224544,1,63,Tower -,21,IDR,220000000
Kalibata City Apartment 1BR Fully Furnished,1,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,21,Tower -,19,IDR,42200000
Thamrin Residence Apartment 2BR Fully Furnished,2,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,65,Tower D,23,IDR,132000000
Taman Anggrek Residence 3BR View City,3,2,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,65,Tower Espiritu,14,IDR,133000000
The Suites @ Metro Bandung 2BR Fully Furnished,2,1,Bandung,Bandung,107.6589,-6.9385,1,36,Tower Tower E,16,IDR,30000000
Tree Park City Studio Non Furnished,0,1,Cikokol,Tangerang,106.6285,-6.2144,0,25,Tower 2,11,IDR,30000000
1 Park Avenue 3BR View SCBD Sudirman,3,3,Gandaria,Jakarta Selatan,106.787499,-6.24604,1,177,Tower Queen,23,IDR,540000000
Aspen Residence Apartment 2BR View City (Selatan),2,1,Fatmawati,Jakarta Selatan,106.795392,-6.303504,1,48,Tower B,22,IDR,100000000
Menteng Square Apartment 1BR View city,1,1,Menteng,Jakarta Pusat,106.851858,-6.200232,1,33,Tower A,20,IDR,47000000
Menteng Park Studio View City,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,28,Tower Diamond,22,IDR,102000000
Central Park Apartment 1BR Tower Adaline,1,1,Tanjung Duren,Jakarta Barat,106.789934,-6.178351,1,50,Tower Adaline,24,IDR,90000000
Kalibata City Apartment 2BR Tower Ebony,2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,35,Tower Ebony,21,IDR,43000000
Puri Orchard Apartment 1BR Fully Furnished,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,36,Tower Orange Grove,21,IDR,35000000
ST Moritz Apartment 2BR View City,2,1,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,84,Tower New Royal,24,IDR,180000000
Green Park View Apartment 2BR Fully Furnished,2,1,Cengkareng,Jakarta Barat,106.719271,-6.155485,1,35,Tower F,19,IDR,36000000
Metro Park Residence 2BR Tower Manhattan,2,1,Kedoya,Jakarta Barat,106.757651,-6.186415,0,53,Tower Manhattan,19,IDR,73500000
ST Moritz Apartment 2BR Tower Royal,2,1,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,84,Tower Royal,24,IDR,140000000
Puri Park View Apartment 2BR View Pool,2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35,Tower AA,18,IDR,35000000
Serpong Green View Apartment 2BR Fully Furnished,2,1,Serpong,Tangerang,106.6866,-6.294,1,39,Tower C,16,IDR,45000000
Kemang Village Apartment 2BR Tower CosmoPolitan,2,2,Kemang,Jakarta Selatan,106.811453,-6.259374,1,110,Tower CosmoPolitan,21,IDR,240000000
Senayan Residences 2BR,2,1,Senayan,Jakarta Selatan,106.794123,-6.222613,1,79,Tower 1,12,IDR,270000000
ST Moritz Apartment 2BR Fully Furnished,2,1,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,88,Tower Royal,22,IDR,112450000
Thamrin Residence Apartment 2BR Fully Furnished,2,2,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,124,Tower Grand Lobby,23,IDR,168000000
East Park Apartment 2BR Tower B,2,1,Jatinegara,Jakarta Timur,106.925427,-6.203576,1,33,Tower B,19,IDR,24000000
Puri Park View Apartment 2BR Fully Furnished,2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35,Tower BA,19,IDR,32000000
Sunter Icon 2BR Semi Furnished,2,1,Sunter,Jakarta Utara,106.853714,-6.134868,1,42,Tower East,20,IDR,45000000
Saladdin Mansion Studio Fully Furnished,0,1,Margonda,Depok,106.8241,-6.3929,1,18,Tower C,13,IDR,26000000
Batavia Apartment 3BR Tower 2,3,2,Bendungan Hilir,Jakarta Pusat,106.813631,-6.211458,1,120,Tower 2,23,IDR,240000000
Metro Park Residence 2BR Tower Manhattan,2,1,Kedoya,Jakarta Barat,106.757651,-6.186415,1,53,Tower Manhattan,21,IDR,70000000
Signature Park Grande 2BR Fully Furnished,2,1,MT Haryono,Jakarta Timur,106.866201,-6.245201,1,49,Tower -,20,IDR,85000000
The Springlake Summarecon Studio Fully Furnished,0,1,Summarecon Bekasi,Bekasi,106.999,-6.2224,1,25,Tower Elodea,15,IDR,32500000
Green Park View Apartment 2BR Tower G,2,1,Cengkareng,Jakarta Barat,106.719271,-6.155485,1,34,Tower G,20,IDR,35000000
The Nest Apartment Studio Tower A,0,1,Karang Tengah,Tangerang,106.723973,-6.195343,1,27,Tower A,16,IDR,38150000
The Springlake Summarecon 2BR Fully Furnished,2,1,Summarecon Bekasi,Bekasi,106.999,-6.2224,1,42,Tower Basella,16,IDR,48000000
Menteng Park Studio Semi Furnished,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,0,33,Tower Sapphire,22,IDR,90000000
Casa Grande Apartment 3BR View City (Selatan),3,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,117,Tower Mirage,24,IDR,307800000
Meikarta Apartment 2BR View Central park,2,1,Cikarang,Bekasi,107.1763,-6.3417,0,54,Tower Northview,18,IDR,50000000
M-Town Residence Serpong 2BR Tower Franklin,2,1,Serpong,Tangerang,106.632866,-6.242534,0,42,Tower Franklin,16,IDR,40000000
Green Pramuka City Apartment 1BR Fully Furnished,1,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Nerine,20,IDR,60000000
Ambassador 2 Apartment 2BR Tower 2,2,1,Kuningan,Jakarta Selatan,106.825918,-6.223273,1,88,Tower 2,21,IDR,149000000
Marbella Kemang Residence Apartment 2BR Fully Furnished,2,2,Kemang,Jakarta Selatan,106.814385,-6.247255,1,74,Tower A,23,IDR,96000000
Metro Park Residence 1BR View City (Utara),0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,0,32,Tower Manhattan,16,IDR,26000000
City Park Apartment 1BR  Furnished,1,1,Cengkareng,Jakarta Barat,106.736764,-6.131013,1,36,Tower CC,17,IDR,17000000
Pakubuwono Terrace 2BR Fully Furnished,2,2,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,49,Tower Selatan,20,IDR,75600000
The Boulevard Apartment 1BR Fully Furnished,1,1,Tanah Abang,Jakarta Pusat,106.816326,-6.183112,1,43,Tower 1,21,IDR,96000000
Cosmo Mansion - Thamrin City 2BR Fully Furnished,2,1,Thamrin,Jakarta Pusat,106.818654,-6.194443,1,50,Tower Cosmo Mansion,20,IDR,100800000
Royal Mediterania Garden Residence 2BR Tower Lavender,1,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,33,Tower Lavender,20,IDR,70000000
Royal Mediterania Garden Residence Studio Tower Lavender,0,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,28,Tower Lavender,12,IDR,52000000
Dave Apartment Studio Fully Furnished,0,1,Margonda,Depok,106.8167,-6.3689,1,22,Tower East tower,15,IDR,30000000
Ciputra International Puri Studio View City,0,1,Puri Indah,Jakarta Barat,106.730093,-6.174074,0,26,Tower Amsterdam,8,IDR,25000000
Season City Apartment Studio Non Furnished,0,2,Grogol,Jakarta Barat,106.796056,-6.153652,0,21,Tower B,14,IDR,30000000
MOI City Home 2BR View Barat,2,1,Kelapa Gading,Jakarta Utara,106.890391,-6.149836,1,45,Tower MIB,23,IDR,60000000
Thamrin Residence Apartment 1BR Tower Alamanda,1,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,38,Tower Alamanda,24,IDR,110200000
Ambassador 2 Apartment 2BR View City,2,2,Kuningan,Jakarta Selatan,106.825918,-6.223273,1,100,Tower 1,21,IDR,144000000
GP Plaza Apartment 2BR View City,2,1,Slipi,Jakarta Pusat,106.799198,-6.202724,1,53,Tower GP,23,IDR,108000000
Menteng Square Apartment 1BR Semi Furnished,1,1,Menteng,Jakarta Pusat,106.851858,-6.200232,1,0,Tower C,14,IDR,43300000
Botanica Apartment 3BR Fully Furnished,3,3,Kebayoran Lama,Jakarta Selatan,106.789467,-6.232826,1,225,Tower -,24,IDR,529700000
Sejahtera Family Apartment 2BR Fully Furnished,2,1,Sleman,Jogjakarta,110.3939,-7.7737,1,45,Tower A,12,IDR,60000000
Pakubuwono Terrace 2BR Tower North,2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,40,Tower North,20,IDR,70000000
Puri Kemayoran Apartment 1BR Fully Furnished,1,1,Kemayoran,Jakarta Pusat,106.850611,-6.155864,1,50,Tower 1,20,IDR,40000000
Casablanca Mansion 3BR Fully Furnished,3,2,Casablanca,Jakarta Selatan,106.846292,-6.222918,1,67,Tower 1,24,IDR,122700000
Green Pramuka City Apartment 2BR Tower Orchid,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Orchid,21,IDR,53000000
Mediterania Lagoon Residences 3BR Fully Furnished,3,2,Kemayoran,Jakarta Pusat,106.852851,-6.153583,1,100,Tower A1,21,IDR,180000000
Season City Apartment 2BR Fully Furnished,2,1,Grogol,Jakarta Barat,106.796056,-6.153652,1,48,Tower -,20,IDR,55000000
Green Pramuka City Apartment Studio Tower Penelope,0,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,0,21,Tower Penelope,18,IDR,35000000
Metro Park Residence 2BR Non Furnished,2,1,Kedoya,Jakarta Barat,106.757651,-6.186415,0,57,Tower Milan,17,IDR,42000000
Royal Mediterania Garden Residence Studio Fully Furnished,0,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,36,Tower Lavender,19,IDR,55000000
Pancoran Riverside Apartment 2BR Tower 3,2,1,Pancoran,Jakarta Selatan,106.861756,-6.252397,1,32,Tower 3,21,IDR,50000000
The Nest Apartment 2BR Fully Furnished,2,1,Karang Tengah,Tangerang,106.723973,-6.195343,1,45,Tower E,19,IDR,40000000
Green Pramuka 2BR,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Penelope,16,IDR,40000000
Menteng Park 2BR,2,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,61,Tower Emerald,15,IDR,165000000
Thamrin Executive Residence 1BR View City,1,1,Thamrin,Jakarta Pusat,106.816495,-6.195839,1,43,Tower 1,23,IDR,108000000
Pondok Indah Residence 3BR Non Furnished,3,3,Pondok Indah,Jakarta Selatan,106.780328,-6.265013,0,147,Tower Kartika,18,IDR,720000000
Mediterania Garden Residence 2 2BR View city,2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42,Tower k,23,IDR,60000000
Oak Tower Apartment 1BR Fully Furnished,1,1,Kelapa Gading,Jakarta Timur,106.90525,-6.181305,1,43,Tower A,20,IDR,42000000
Kuningan City (Denpasar Residence) 1BR Fully Furnished,1,1,Kuningan,Jakarta Selatan,106.829196,-6.224797,1,48,Tower Kintamani,24,IDR,144000000
U Residence Karawaci Studio Tower 1,0,1,Karawaci,Tangerang,106.607673,-6.228493,1,31.5,Tower 1,20,IDR,50000000
Puri Mansion  2BR View City (timur),2,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,1,63,Tower Crystal,13,IDR,80000000
Casa De Parco Apartment 1BR Fully Furnished,1,1,BSD City,Tangerang,106.652113,-6.3064,1,42,Tower Magnolia,17,IDR,45000000
Cinere Bellevue Suites Apartment Studio Tower B,0,1,Cinere,Depok,106.78239,-6.317404,1,22,Tower B,14,IDR,30000000
Hamptons Park Apartment 3BR Fully Furnished,3,2,Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,121,Tower A,24,IDR,437400000
Puri Orchard Apartment 2BR View City,2,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,0,Tower OG B,19,IDR,60000000
Menteng Park Studio View Monas,0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,32,Tower Diamond,21,IDR,102000000
Mediterania Garden Residence 2 2BR Fully Furnished,2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42,Tower H,23,IDR,54000000
Bassura City Apartment 3BR Fully Furnished,3,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,48,Tower Cattleya,21,IDR,63000000
Cosmo Terrace - Thamrin City 1BR Fully Furnished,1,1,Thamrin,Jakarta Pusat,106.815474,-6.194509,1,36,Tower Cosmo Terrace,20,IDR,85000000
U Residence Karawaci Studio Fully Furnished,0,1,Karawaci,Tangerang,106.607673,-6.228493,1,31,Tower -,18,IDR,43000000
Casa De Parco Apartment 1BR View East,1,1,BSD City,Tangerang,106.652113,-6.3064,1,34,Tower Magnolia,21,IDR,50000000
1 Cik Ditiro Apartment 1BR Fully Furnished,1,1,Menteng,Jakarta Pusat,106.836669,-6.193861,1,88,Tower 1,21,IDR,180000000
Kalibata City Green Palace 2BR View City,1,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,35,Tower Tulip,23,IDR,54000000
Bintaro Icon Apartment Studio Fully Furnished,0,1,Bintaro,Tangerang,106.7082,-6.2708,1,25,Tower Chrysant,15,IDR,36000000
Thamrin Executive 1BR Full Furnished,1,1,Thamrin,Jakarta Pusat,106.816495,-6.195839,0,45,Tower 1,14,IDR,108000000
The Mansion Kemayoran Jasmine 2BR Non Furnished,2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,0,76,Tower Aurora,17,IDR,54350000
East Park Apartment Studio Fully Furnished,0,1,Jatinegara,Jakarta Timur,106.925427,-6.203576,1,30,Tower A,17,IDR,25000000
The Wave Apartment 1BR Tower Sand,1,1,Kuningan,Jakarta Selatan,106.836847,-6.213647,1,40,Tower Sand,20,IDR,101100000
Sahid Sudirman Residence 2BR View City,2,1,Sudirman,Jakarta Pusat,106.819529,-6.209877,1,70,Tower -,24,IDR,200050000
Bassura City Apartment 2BR Semi Furnished,2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,0,34,Tower E,18,IDR,44000000
Northland Ancol Residence 2BR Tower 1,2,1,Ancol,Jakarta Utara,106.839363,-6.129877,1,41,Tower 1,19,IDR,55000000
Sentra Timur Residence 2BR Fully Furnished,2,1,Cakung,Jakarta Timur,106.948933,-6.203631,1,36,Tower Abu,20,IDR,33000000
Sentra Timur Residence 2BR View City,2,1,Cakung,Jakarta Timur,106.948933,-6.203631,1,33,Tower A,21,IDR,30000000
GP Plaza Apartment 1BR Fully Furnished,1,1,Slipi,Jakarta Pusat,106.799198,-6.202724,1,46,Tower 1,24,IDR,84000000
Green Pramuka City Apartment 2BR Semi Furnished,1,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,0,33,Tower Pino,22,IDR,36000000
Taman Anggrek Condominium Apartment 3BR View City,3,2,Tanjung Duren,Jakarta Barat,106.793302,-6.177578,1,146,Tower 6,24,IDR,130000000
AKR Gallery West Residences 3BR Fully Furnished,3,2,Kebon Jeruk,Jakarta Barat,106.767879,-6.190954,1,128,Tower -,21,IDR,173200000
Skandinavia TangCity Apartment Studio Non Furnished,0,1,Cikokol,Tangerang,106.63317,-6.194771,0,45.9,Tower -,20,IDR,40000000
The Mansion Kemang Studio Fully Furnished,0,1,Kemang,Jakarta Selatan,106.810318,-6.255134,1,62,Tower North,21,IDR,152000000
Verde Residence 3+1BR View City,3,3,Kuningan,Jakarta Selatan,106.832913,-6.214428,1,172,Tower East Tower,21,IDR,495750000
Royal Mediterania Garden Residence 2BR Fully Furnished,2,2,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,54,Tower Lavender,19,IDR,90000000
East Park Apartment 2BR Fully Furnished,2,1,Jatinegara,Jakarta Timur,106.925427,-6.203576,1,33,Tower B,18,IDR,24000000
Central Park Apartment 1BR Fully Furnished,1,1,Tanjung Duren,Jakarta Barat,106.789934,-6.178351,1,44,Tower -,24,IDR,95000000
Sahid Sudirman Residence 2BR Tower 1,2,1,Sudirman,Jakarta Pusat,106.819529,-6.209877,1,89,Tower 1,23,IDR,226800000
Lexington Residences 3BR Fully Furnished,3,3,Bintaro,Jakarta Selatan,106.767022,-6.273588,1,123,Tower 1,21,IDR,240000000
Wisma Gading Permai 1BR View City,1,1,Kelapa Gading,Jakarta Utara,106.900954,-6.168483,1,37,Tower a,19,IDR,31000000
Green Pramuka City Apartment 2BR Tower Nerine,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Nerine,22,IDR,50000000
Mediterania Gajah Mada Apartment 2BR Non Furnished,2,1,Gajah Mada,Jakarta Barat,106.815297,-6.149237,0,61,Tower Tower Beta,12,IDR,35000000
Signature Park Grande 2BR Fully Furnished,2,1,MT Haryono,Jakarta Timur,106.866201,-6.245201,1,52,Tower The Green,19,IDR,78000000
Sudirman Tower Condominium (Aryaduta Suites Semanggi) 3+1BR Fully Furnished,3,2,Sudirman,Jakarta Selatan,106.816086,-6.220197,1,110,Tower A,22,IDR,204000000
Puri Casablanca Apartment  2BR View City,2,2,Casablanca,Jakarta Selatan,106.834236,-6.225832,1,92,Tower C,24,IDR,168000000
Mediterania Garden Residence 2 3BR View City,3,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,160,Tower K,15,IDR,95000000
Casa Grande Apartment 3BR View pool,3,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,99,Tower mirage,24,IDR,203950000
Pakubuwono House 2BR Fully Furnished,2,2,Kebayoran Baru,Jakarta Selatan,106.787445,-6.236653,1,165,Tower -,22,IDR,465000000
Pakubuwono Terrace 2BR Fully Furnished,2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,49,Tower North,20,IDR,75000000
Slipi Apartment 3BR Tower,3,3,Slipi,Jakarta Barat,106.798162,-6.200393,1,121,Tower I,22,IDR,114000000
Puri Park View Apartment 2BR Tower E,2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,0,35,Tower E,15,IDR,24000000
Sudirman Park Apartment 2BR Tower A,2,1,Sudirman,Jakarta Pusat,106.818029,-6.205971,1,80,Tower A,23,IDR,120000000
Gading Icon Apartment 2BR Tower A,2,1,Kelapa Gading,Jakarta Timur,106.904441,-6.181255,1,36,Tower A,20,IDR,25000000
The 18Th Residence Taman Rasuna 1BR Fully Furnished,1,1,Rasuna Said,Jakarta Selatan,106.837375,-6.216519,1,33,Tower 18,24,IDR,76500000
Bassura City Apartment 3BR View City,3,1,Cipinang,Jakarta Timur,106.879075,-6.225031,0,48,Tower Alamanda,12,IDR,40000000
Gold Coast Apartment 1BR Tower Bahama,1,1,Pantai Indah Kapuk,Jakarta Utara,106.750249,-6.112092,1,51,Tower Bahama,17,IDR,85000000
Puri Orchard Apartment 1BR View Pool,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,35,Tower Cedar Heights wing B,21,IDR,42000000
M-Town Signature Serpong 1BR Fully Furnished,1,1,Gading Serpong,Tangerang,106.6287,-6.2433,1,42,Tower Herald,15,IDR,60000000
Elpis Residences Apartment Studio Fully Furnished,0,1,Gunung Sahari,Jakarta Pusat,106.836638,-6.148474,1,23,Tower A,20,IDR,35000000
Akasa Pure Living Apartment 1BR View Pool,1,1,Serpong,Tangerang,106.682451,-6.293003,1,30,Tower Kalyana,16,IDR,30000000
Pakubuwono Terrace 2BR Fully Furnished,2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,38,Tower South,19,IDR,65000000
Sentra Timur Residence 1BR Fully Furnished,1,1,Cakung,Jakarta Timur,106.948933,-6.203631,1,30,Tower Ruby,19,IDR,22000000
Tifolia Apartment 2BR Fully Furnished,2,1,Pulomas,Jakarta Timur,106.892794,-6.17518,1,43,Tower a,19,IDR,40000000
Green Pramuka City Apartment 2BR Fully Furnished,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Chrysant,21,IDR,49500000
Thamrin Residence Apartment 2BR Fully Furnished,2,2,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,80,Tower Grand Lobby,23,IDR,156000000
Park View Condominium 1BR Fully Furnished,1,1,Margonda,Depok,106.8318,-6.3722,1,30,Tower 2,14,IDR,40000000
Mutiara Bekasi Apartment 2BR Fully Furnished,2,2,Pekayon,Bekasi,106.9906,-6.2519,1,72,Tower B,15,IDR,71500000
Centro City Apartment Studio Non Furnished,0,1,Daan Mogot,Jakarta Barat,106.772757,-6.163789,0,26,Tower B,12,IDR,21000000
Casa Grande Apartment 1BR Fully Furnished,1,1,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,43,Tower Montreal,24,IDR,219650000
Metro Park Residence Studio View City,0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,0,30,Tower Milan,17,IDR,25000000
Lavenue Apartment 2BR View City,2,2,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,122,Tower South,22,IDR,240000000
Residence 8 Senopati 3BR View City (Selatan),3,3,Senopati,Jakarta Selatan,106.806005,-6.228974,1,180,Tower 2,23,IDR,518400000
Mediterania Garden Residence 1 1BR Fully Furnished,1,1,Tanjung Duren,Jakarta Barat,106.788342,-6.174634,1,31,Tower A,21,IDR,34000000
Casablanca Apartment 1BR Fully Furnished,1,1,Casablanca,Jakarta Selatan,106.845273,-6.222923,1,80,Tower 2,24,IDR,192000000
Springwood Residence Studio Non Furnished,0,1,Cikokol,Tangerang,106.6379,-6.2246,0,22.5,Tower A,9,IDR,35000000
Pancoran Riverside Apartment 2BR Tower 1A,2,1,Pancoran,Jakarta Selatan,106.861756,-6.252397,1,32,Tower 1A,21,IDR,35000000
Pancoran Riverside Apartment 1BR Non Furnished,1,1,Pancoran,Jakarta Selatan,106.861756,-6.252397,0,32,Tower 2 Biru,14,IDR,45000000
Taman Anggrek Residence 1BR Fully Furnished,1,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,38,Tower F,14,IDR,70500000
Green Park View Apartment 2BR View City,2,1,Cengkareng,Jakarta Barat,106.719271,-6.155485,1,35,Tower G,22,IDR,33000000
Mediterania Marina Ancol Apartment 2BR Fully Furnished,2,2,Ancol,Jakarta Utara,106.82921,-6.128082,1,61,Tower D,21,IDR,65000000
Sentra Timur Residence Studio Tower Sapphire,0,1,Cakung,Jakarta Timur,106.948933,-6.203631,0,25,Tower Sapphire,15,IDR,27000000
The Mansion Kemayoran Bougenville 2BR View city,2,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,1,60,Tower Gloria,22,IDR,48500000
Sunter Park View Apartment 2BR Fully Furnished,2,1,Sunter,Jakarta Utara,106.88373,-6.157527,1,35,Tower AC,21,IDR,35000000
Bassura City Apartment 3BR View City,3,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,38,Tower Geranium,19,IDR,60000000
Puri Orchard Apartment 1BR Fully Furnished,1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,30,Tower Chedar Heigh,20,IDR,40000000
Park Royal Apartment 1BR Fully Furnished,1,1,Gatot Subroto,Jakarta Pusat,106.80924,-6.213072,1,63,Tower 3,23,IDR,162000000
Pakubuwono Terrace 2BR View City,2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,39,Tower South,20,IDR,55000000
Puri Mansion  Studio Tower Amethyst,0,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,0,26,Tower Amethyst,7,IDR,30000000
Royal Mediterania Garden Residence 2BR View City,2,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,42,Tower Marigold,11,IDR,75000000
Cinere Resort Apartment Studio  Furnished,0,1,Cinere,Depok,106.794812,-6.33638,1,21,Tower Senggigi,19,IDR,19500000
St. Moritz 3BR private lift,3,2,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,148,Tower The New Ambassador Suite,15,IDR,280000000
Bogor Icon Apartment Studio Fully Furnished,0,1,Tanah Sareal,Bogor,106.7827,-6.556,1,26,Tower Bravia,15,IDR,45000000
Kuningan City (Denpasar Residence) 2BR Fully Furnished,2,2,Kuningan,Jakarta Selatan,106.829196,-6.224797,1,98,Tower Ubud,23,IDR,210000000
U Residence Karawaci Studio Tower 1,0,1,Karawaci,Tangerang,106.607673,-6.228493,1,33,Tower 1,18,IDR,45000000
Hamptons Park Apartment 3BR Fully Furnished,3,2,Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,187,Tower D,24,IDR,390000000
Parama Apartment 3BR View city,3,2,TB Simatupang,Jakarta Selatan,106.7874,-6.2914,1,135,Tower -,3,IDR,170000000
Kemang Village Apartment 3BR View City,3,2,Kemang,Jakarta Selatan,106.811453,-6.259374,1,168,Tower Ritz,22,USD,28800
Green Pramuka City Apartment 2BR View Timur,2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33,Tower Penelope,21,IDR,54150000
